epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.537229,0.212277,0.937500,0.935900,82.661896
2,0.244981,0.149502,0.953000,0.950700,82.236343
3,0.193203,0.113030,0.968100,0.966600,85.908352
4,0.155087,0.109326,0.967500,0.962900,84.291562
5,0.138030,0.096614,0.971100,0.967900,82.445338
6,0.134391,0.089015,0.972900,0.971900,82.223630
7,0.120350,0.081781,0.976200,0.974200,82.672497
8,0.113352,0.077841,0.977600,0.975900,82.230583
9,0.105556,0.081324,0.976600,0.974200,82.227355
10,0.104548,0.083709,0.975600,0.974900,82.224894
11,0.099730,0.071466,0.977800,0.974500,85.884736
12,0.094828,0.077264,0.977400,0.976600,82.445870
13,0.096833,0.068658,0.979200,0.977400,82.223842
14,0.090623,0.070046,0.979100,0.978200,83.021423
15,0.087591,0.081293,0.977100,0.972900,82.228336
16,0.086747,0.064031,0.983200,0.981800,82.226815
17,0.082954,0.062415,0.982100,0.980500,82.233282
18,0.083575,0.064734,0.981100,0.980100,82.227684
19,0.082751,0.070501,0.980200,0.980400,82.685499
20,0.084902,0.059836,0.982300,0.979800,82.663184
