epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.447552,0.163735,0.951700,0.951600,7.552479
2,0.151054,0.097157,0.970800,0.970400,7.275707
3,0.106346,0.082577,0.974100,0.973900,7.278064
4,0.084842,0.087876,0.974000,0.972700,7.278813
5,0.072926,0.065354,0.982100,0.981600,7.276463
6,0.062975,0.055859,0.984100,0.983100,7.277175
7,0.056791,0.060090,0.982400,0.982800,7.276772
8,0.049243,0.054013,0.985400,0.985500,7.277944
9,0.043317,0.057444,0.983900,0.983400,7.277772
10,0.042515,0.059496,0.985300,0.984400,7.279640
11,0.037767,0.054007,0.984100,0.984500,7.278407
12,0.035741,0.047066,0.986200,0.986600,7.280354
13,0.032369,0.048906,0.986200,0.986800,7.279974
14,0.029094,0.045860,0.987100,0.987000,7.279100
15,0.028620,0.062528,0.982600,0.981700,7.276594
16,0.027794,0.046793,0.988600,0.988300,7.279598
17,0.021798,0.046952,0.987600,0.987800,7.278352
18,0.020204,0.050339,0.986100,0.986200,7.279678
19,0.017702,0.048157,0.988300,0.988100,7.276836
20,0.019260,0.050832,0.987600,0.988000,7.277929
