epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.900720,0.658891,0.780800,0.769700,67.387477
2,0.465951,0.227678,0.929900,0.928100,67.403024
3,0.236249,0.133573,0.958600,0.959500,67.385101
4,0.159489,0.116742,0.965400,0.964600,67.380264
5,0.128035,0.083740,0.975100,0.974500,67.377206
6,0.106959,0.074223,0.976500,0.976500,67.350841
7,0.097655,0.080562,0.976200,0.976200,67.332526
8,0.084094,0.083577,0.976300,0.975400,67.425201
9,0.074912,0.059423,0.982500,0.981800,67.367889
10,0.069638,0.071483,0.980100,0.980200,67.358416
11,0.065130,0.060878,0.983400,0.983700,67.386227
12,0.060222,0.060452,0.983100,0.983400,67.425600
13,0.056789,0.058488,0.984200,0.984500,67.405954
14,0.050965,0.053832,0.984400,0.984300,67.361965
15,0.049639,0.052939,0.983500,0.983400,67.395800
16,0.045707,0.052043,0.985900,0.986200,67.349339
17,0.043343,0.045443,0.986800,0.986300,67.421150
18,0.040672,0.045642,0.986500,0.986700,67.343866
19,0.042321,0.047264,0.985300,0.985600,67.358429
20,0.038985,0.051631,0.986000,0.985200,67.411462
