epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.447194,0.165283,0.952100,0.951500,82.217869
2,0.155562,0.118417,0.966900,0.965600,86.815012
3,0.107247,0.092292,0.973500,0.972500,82.222274
4,0.091629,0.083644,0.976000,0.973400,82.436203
5,0.082992,0.068914,0.979300,0.979100,82.433358
6,0.076094,0.062112,0.983000,0.982600,82.223369
7,0.067728,0.061900,0.982100,0.980700,82.215787
8,0.063953,0.064882,0.980500,0.980900,82.217223
9,0.057624,0.056258,0.983400,0.982900,83.608388
10,0.054991,0.044535,0.987400,0.987000,82.459450
11,0.055799,0.055635,0.984500,0.984600,82.227012
12,0.051338,0.051897,0.986400,0.986200,82.224656
13,0.051499,0.048147,0.986700,0.986300,82.444558
14,0.045999,0.045394,0.988200,0.988300,82.214496
15,0.046671,0.049275,0.985800,0.986000,82.216481
16,0.045711,0.056974,0.983900,0.982200,82.445099
17,0.044594,0.048184,0.986900,0.986600,82.220522
18,0.047118,0.046301,0.987100,0.986300,82.218525
19,0.038288,0.043327,0.987600,0.987500,87.014436
20,0.039681,0.042885,0.988800,0.988400,84.843969
