epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.220896,0.263548,0.921500,0.917900,81.279364
2,0.252959,0.126546,0.961000,0.956300,80.630747
3,0.170144,0.103318,0.968600,0.966100,84.029785
4,0.144680,0.082673,0.975600,0.973700,80.895151
5,0.121572,0.083826,0.976000,0.975400,80.672734
6,0.110131,0.069764,0.978500,0.977300,84.902365
7,0.102696,0.063406,0.981300,0.978800,80.917434
8,0.094456,0.073869,0.975700,0.974400,80.456971
9,0.090849,0.062007,0.982200,0.980800,80.453398
10,0.087333,0.066738,0.979800,0.979400,80.524114
11,0.080796,0.054587,0.985000,0.982600,80.464268
12,0.078333,0.052100,0.983800,0.983200,80.473347
13,0.079126,0.059844,0.982700,0.980700,81.897266
14,0.072122,0.066963,0.979700,0.980100,80.711380
15,0.075138,0.065153,0.980000,0.979600,81.088430
16,0.067822,0.056791,0.983300,0.983100,80.627309
17,0.066675,0.065780,0.983000,0.981200,80.850595
18,0.067952,0.057344,0.982600,0.982200,80.852095
19,0.066400,0.048631,0.986400,0.985800,80.626649
20,0.066258,0.051654,0.984700,0.983100,80.631019
