epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.528246,0.237733,0.930000,0.925400,83.484769
2,0.292214,0.160073,0.953500,0.948100,87.029136
3,0.204945,0.123179,0.964400,0.960900,81.184708
4,0.171626,0.102974,0.970200,0.969500,82.174248
5,0.152458,0.112012,0.966400,0.965300,85.890939
6,0.143849,0.092060,0.973000,0.971300,84.588150
7,0.134381,0.097814,0.970000,0.969800,83.973693
8,0.125621,0.116532,0.965300,0.963800,80.624218
9,0.124217,0.089986,0.973600,0.970800,85.384315
10,0.117934,0.072487,0.978700,0.976100,80.731318
11,0.117933,0.078567,0.977700,0.974800,84.698391
12,0.114431,0.086951,0.974300,0.972300,82.094543
13,0.107034,0.084998,0.975900,0.972300,84.235392
14,0.106624,0.084898,0.975400,0.974100,82.027252
15,0.100778,0.072489,0.979300,0.977600,83.985764
16,0.104778,0.089348,0.976500,0.975200,81.749542
17,0.100622,0.089212,0.974600,0.971100,83.182457
18,0.102451,0.072153,0.979200,0.975700,84.781934
19,0.097505,0.068509,0.980800,0.979000,81.573716
20,0.095872,0.069846,0.979500,0.976600,83.504060
