epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.546975,0.217070,0.934500,0.940700,75.044701
2,0.202377,0.155664,0.954400,0.959900,75.152461
3,0.155326,0.137115,0.958600,0.965800,75.123505
4,0.131064,0.132348,0.961600,0.964200,75.113559
5,0.123587,0.098862,0.971500,0.976900,75.134064
6,0.103111,0.104063,0.970600,0.975100,74.947019
7,0.098137,0.098484,0.971500,0.975600,75.284919
8,0.091057,0.093200,0.972900,0.975000,75.014712
9,0.087578,0.119906,0.964000,0.970400,74.917897
10,0.085753,0.081425,0.975500,0.980200,74.929269
11,0.082862,0.092601,0.971700,0.976300,74.926085
12,0.076986,0.082500,0.976400,0.979500,75.068496
13,0.078843,0.065357,0.980900,0.983800,75.145802
14,0.073753,0.093231,0.972900,0.978700,75.399203
15,0.071833,0.079031,0.976300,0.980400,75.307437
16,0.071533,0.078445,0.978600,0.983800,75.239496
17,0.068892,0.065164,0.981300,0.984500,75.196170
18,0.067974,0.080301,0.977300,0.982500,74.940166
19,0.064690,0.075560,0.978300,0.981600,74.855369
20,0.066769,0.079609,0.978600,0.981900,75.032040
