epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.487185,0.155937,0.955900,0.954300,65.582949
2,0.143076,0.089479,0.973900,0.973100,65.616820
3,0.103820,0.091029,0.972600,0.972300,65.533112
4,0.086107,0.077348,0.975900,0.976300,65.557564
5,0.069927,0.064124,0.981500,0.981000,65.483091
6,0.062858,0.074424,0.979400,0.979600,65.489624
7,0.054355,0.053914,0.984300,0.984100,65.595695
8,0.046036,0.056073,0.983800,0.982800,65.552838
9,0.045804,0.060738,0.983300,0.982400,65.563184
10,0.044089,0.048962,0.986000,0.986000,65.494822
11,0.039329,0.044466,0.987100,0.986800,65.590998
12,0.037532,0.048557,0.987700,0.987300,65.601213
13,0.034786,0.051339,0.985100,0.985500,65.505867
14,0.030354,0.044120,0.989100,0.988800,65.530826
15,0.028021,0.041657,0.989200,0.988700,65.480847
16,0.027107,0.046264,0.987000,0.986900,65.514262
17,0.024408,0.042052,0.988800,0.988800,65.472371
18,0.022601,0.041397,0.989200,0.988900,65.491034
19,0.019866,0.042904,0.989500,0.988600,65.529886
20,0.019445,0.042457,0.989600,0.989500,65.486921
