epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.383069,0.249028,0.924300,0.924300,73.828625
2,0.199152,0.169697,0.949500,0.949500,73.782599
3,0.121422,0.090552,0.973000,0.973000,73.673127
4,0.091777,0.092337,0.972200,0.972200,73.624174
5,0.079360,0.077283,0.978500,0.978500,73.517862
6,0.071076,0.079027,0.976500,0.976500,73.432305
7,0.061542,0.066149,0.979400,0.979400,73.739187
8,0.054455,0.071401,0.981400,0.981400,73.581927
9,0.050067,0.067827,0.979700,0.979700,73.702580
10,0.047631,0.059638,0.981900,0.981900,73.621288
11,0.043100,0.066654,0.981900,0.981900,73.894818
12,0.041209,0.061792,0.982400,0.982400,73.712359
13,0.037995,0.060506,0.983400,0.983400,73.770655
14,0.037029,0.065680,0.981500,0.981500,73.824329
15,0.033125,0.060608,0.983700,0.983700,73.689595
16,0.032834,0.055673,0.984300,0.984300,73.712539
17,0.027967,0.060745,0.984900,0.984900,73.527571
18,0.028479,0.061251,0.982700,0.982700,73.580395
19,0.027450,0.058427,0.984000,0.984000,73.603959
20,0.025983,0.053441,0.987400,0.987400,73.697115
