epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.521375,0.260301,0.921100,0.931600,74.686408
2,0.287188,0.205893,0.939600,0.948000,74.644437
3,0.189061,0.152558,0.954800,0.964700,74.557691
4,0.150040,0.120540,0.963000,0.969100,74.541467
5,0.135406,0.115269,0.966100,0.969400,74.577564
6,0.123012,0.111605,0.964900,0.973000,74.408743
7,0.115327,0.109109,0.968900,0.973800,74.489870
8,0.109155,0.102607,0.969200,0.976100,74.649681
9,0.102505,0.123173,0.967200,0.970700,74.504995
10,0.101249,0.088250,0.973500,0.978900,74.672601
11,0.095157,0.098056,0.972200,0.976600,74.635523
12,0.092801,0.103245,0.969900,0.975700,74.632345
13,0.093925,0.094188,0.972000,0.976400,74.890259
14,0.092629,0.091083,0.973200,0.977700,74.743887
15,0.089409,0.089879,0.974900,0.980200,74.647989
16,0.083661,0.085301,0.974700,0.979900,74.427590
17,0.086748,0.090218,0.974600,0.978000,74.397316
18,0.081964,0.080814,0.974700,0.980300,74.751142
19,0.081932,0.091835,0.972600,0.977100,74.822477
20,0.078870,0.088757,0.973100,0.978200,74.271791
