epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.450801,0.142117,0.959200,0.958200,7.561894
2,0.143250,0.096225,0.971500,0.971400,7.285337
3,0.100883,0.083614,0.977000,0.976700,7.286745
4,0.082641,0.075147,0.979300,0.978900,7.285851
5,0.066895,0.067065,0.980400,0.980800,7.286619
6,0.059739,0.065299,0.982900,0.982200,7.289101
7,0.053091,0.060789,0.983600,0.983600,7.286910
8,0.048250,0.059009,0.983100,0.983500,7.286620
9,0.045240,0.048804,0.986200,0.986600,7.289860
10,0.039244,0.053847,0.985400,0.985000,7.287736
11,0.038357,0.049458,0.986500,0.986500,7.291202
12,0.035737,0.045511,0.987000,0.986800,7.286988
13,0.031453,0.049309,0.986000,0.986600,7.286986
14,0.030819,0.046699,0.987000,0.986900,7.286765
15,0.029315,0.045472,0.988000,0.988000,7.287594
16,0.025963,0.046332,0.986500,0.986900,7.288057
17,0.023582,0.050247,0.987000,0.986900,7.288489
18,0.022313,0.048052,0.987500,0.987400,7.289347
19,0.021037,0.050057,0.987200,0.986800,7.286523
20,0.020249,0.049604,0.987600,0.987300,7.289049
