epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.875530,0.559384,0.814600,0.801600,7.751763
2,0.438955,0.188062,0.946100,0.945300,7.465052
3,0.229834,0.122364,0.966100,0.965200,7.464567
4,0.157404,0.107587,0.970400,0.969000,7.465280
5,0.133129,0.087934,0.976800,0.977200,7.461914
6,0.112733,0.087858,0.976900,0.976600,7.462807
7,0.099029,0.092667,0.978200,0.978500,7.465249
8,0.086561,0.088610,0.976800,0.976300,7.465260
9,0.081851,0.059569,0.983900,0.983400,7.465336
10,0.071955,0.058288,0.984300,0.984200,7.463826
11,0.068762,0.061385,0.983500,0.983100,7.464766
12,0.066833,0.061076,0.984100,0.983700,7.467083
13,0.060749,0.052332,0.987600,0.987200,7.464729
14,0.060455,0.061679,0.983000,0.983800,7.465049
15,0.060054,0.060089,0.983500,0.983500,7.464123
16,0.050584,0.063746,0.984000,0.984300,7.464290
17,0.049187,0.050301,0.986500,0.986400,7.464464
18,0.049001,0.072258,0.981800,0.981800,7.487570
19,0.047230,0.064798,0.985300,0.984300,7.464962
20,0.043308,0.059972,0.986200,0.986200,7.464964
