epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.944861,0.427548,0.864500,0.879300,74.490744
2,0.213959,0.164525,0.950400,0.957000,74.326267
3,0.151691,0.165977,0.949300,0.954500,74.474913
4,0.134037,0.105839,0.965500,0.972900,74.956799
5,0.115418,0.094859,0.971000,0.975000,75.048441
6,0.102204,0.089856,0.971900,0.976800,74.774874
7,0.097413,0.085795,0.977000,0.981100,74.644315
8,0.092502,0.077297,0.977000,0.980900,74.726741
9,0.089704,0.085965,0.975200,0.978100,74.852076
10,0.084376,0.074082,0.978800,0.982500,74.926702
11,0.082173,0.074592,0.976400,0.982900,74.863055
12,0.077528,0.078338,0.977700,0.981400,74.955614
13,0.077775,0.067160,0.981200,0.984500,74.531851
14,0.071565,0.070152,0.979500,0.982700,74.784783
15,0.075599,0.064041,0.979100,0.983500,74.633821
16,0.068786,0.072162,0.978400,0.981800,74.627841
17,0.066301,0.073696,0.977700,0.982600,74.505400
18,0.065945,0.064856,0.981800,0.985400,74.583842
19,0.064881,0.081745,0.978200,0.981400,74.671897
20,0.067001,0.079644,0.977700,0.980400,74.914491
