epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.386316,0.440199,0.851900,0.850000,67.398798
2,0.439258,0.214643,0.936200,0.933400,67.328595
3,0.242756,0.139009,0.958900,0.958700,67.343416
4,0.189704,0.122698,0.961600,0.960600,67.395170
5,0.152662,0.090651,0.973800,0.973600,67.362511
6,0.132201,0.091677,0.976700,0.976600,67.418506
7,0.117158,0.093861,0.971400,0.970300,67.410115
8,0.103238,0.081068,0.977900,0.977100,67.366723
9,0.103544,0.088335,0.977000,0.977200,67.410338
10,0.087078,0.081528,0.979600,0.979300,67.345067
11,0.084372,0.076251,0.980800,0.980300,67.392838
12,0.076213,0.061525,0.982200,0.982100,67.456257
13,0.071316,0.072283,0.982000,0.981700,67.314612
14,0.071312,0.069091,0.983800,0.983300,67.426266
15,0.066632,0.063095,0.983800,0.982900,67.381957
16,0.057280,0.070380,0.982000,0.981500,67.298141
17,0.056546,0.061951,0.983500,0.982700,67.335416
18,0.055364,0.069290,0.982300,0.982700,67.320410
19,0.054762,0.085675,0.981700,0.981200,67.353686
20,0.054723,0.062835,0.984800,0.984500,67.418007
