epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.481048,0.142992,0.960900,0.960300,7.560335
2,0.157008,0.093917,0.973700,0.973200,7.279454
3,0.110435,0.076424,0.978000,0.977800,7.282606
4,0.093275,0.074267,0.980700,0.979500,7.320253
5,0.077651,0.073319,0.979800,0.979600,7.281112
6,0.072397,0.059164,0.984000,0.983300,7.283597
7,0.062172,0.057426,0.983600,0.983600,7.280132
8,0.055122,0.063605,0.983100,0.982300,7.281920
9,0.054118,0.050279,0.986400,0.986200,7.278820
10,0.049653,0.055614,0.984300,0.984600,7.281426
11,0.046203,0.050797,0.986000,0.986100,7.282679
12,0.045581,0.054369,0.984600,0.984600,7.281025
13,0.040436,0.050344,0.986700,0.986200,7.280286
14,0.039730,0.057302,0.985400,0.985200,7.280641
15,0.036468,0.052398,0.986300,0.986100,7.282276
16,0.032138,0.045043,0.988500,0.988200,7.280598
17,0.028077,0.049216,0.987900,0.987300,7.279965
18,0.028050,0.049464,0.987100,0.987700,7.283929
19,0.028291,0.050462,0.986700,0.986900,7.278949
20,0.025294,0.049748,0.987400,0.987600,7.283722
