epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.550896,0.261144,0.921300,0.919700,85.115325
2,0.285526,0.158340,0.951200,0.949600,82.276496
3,0.214243,0.137455,0.959000,0.957400,82.261030
4,0.182411,0.118286,0.965000,0.961700,82.254042
5,0.168765,0.117984,0.964300,0.962400,82.045935
6,0.149582,0.092178,0.971600,0.970200,82.040649
7,0.140964,0.087250,0.973900,0.971600,82.052188
8,0.140315,0.088300,0.974200,0.973200,82.038885
9,0.123865,0.090779,0.972700,0.971300,82.254606
10,0.134937,0.082575,0.974900,0.974300,82.041230
11,0.117748,0.079194,0.978000,0.974000,82.248387
12,0.117273,0.101196,0.969300,0.966200,82.256709
13,0.112297,0.090546,0.972900,0.970100,82.051716
14,0.111250,0.085678,0.975400,0.973600,84.658636
15,0.110009,0.084860,0.976100,0.973200,82.469071
16,0.105038,0.094036,0.972400,0.971000,82.468161
17,0.102432,0.076978,0.977500,0.976900,82.251173
18,0.099356,0.065215,0.981600,0.979300,82.692193
19,0.100387,0.077271,0.978200,0.977100,82.470756
20,0.097432,0.066080,0.981300,0.979200,82.476697
