epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.434309,0.166060,0.952400,0.952400,7.537663
2,0.134614,0.107420,0.968700,0.968700,7.263454
3,0.093079,0.094208,0.973700,0.973700,7.258846
4,0.075266,0.075521,0.979200,0.979200,7.261210
5,0.064267,0.067044,0.980300,0.980300,7.259866
6,0.056124,0.063611,0.981700,0.981700,7.258612
7,0.045735,0.059026,0.983300,0.983300,7.260807
8,0.042257,0.054866,0.984400,0.984400,7.259392
9,0.036534,0.053819,0.983700,0.983700,7.261247
10,0.033195,0.046613,0.986700,0.986700,7.264163
11,0.028963,0.054083,0.985300,0.985300,7.262556
12,0.027324,0.047600,0.987100,0.987100,7.259560
13,0.024841,0.052174,0.985800,0.985800,7.261190
14,0.021522,0.045796,0.987300,0.987300,7.261501
15,0.020508,0.046763,0.987600,0.987600,7.259690
16,0.021683,0.048392,0.985700,0.985700,7.260964
17,0.016161,0.044759,0.987600,0.987600,7.259407
18,0.016676,0.046241,0.986800,0.986800,7.260441
19,0.013200,0.047184,0.987400,0.987400,7.261536
20,0.012761,0.044263,0.988600,0.988600,7.262458
