epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.464875,0.138630,0.960300,0.959500,7.554236
2,0.146279,0.102653,0.970000,0.969000,7.277196
3,0.102780,0.082968,0.974800,0.975300,7.278181
4,0.084736,0.082576,0.977500,0.977100,7.280650
5,0.070941,0.070349,0.981100,0.981800,7.307567
6,0.065701,0.063112,0.982500,0.982200,7.279121
7,0.055408,0.052253,0.985400,0.985000,7.278482
8,0.052902,0.061576,0.983900,0.984000,7.279278
9,0.048428,0.048608,0.985900,0.986300,7.278803
10,0.041988,0.054121,0.985600,0.985300,7.280571
11,0.042453,0.046792,0.987800,0.987600,7.278018
12,0.039110,0.047774,0.988000,0.987200,7.280970
13,0.035851,0.050292,0.987300,0.986900,7.279009
14,0.034076,0.060170,0.981700,0.982100,7.281371
15,0.031331,0.051049,0.986100,0.985600,7.279252
16,0.027534,0.049219,0.987800,0.987300,7.279645
17,0.026860,0.046835,0.987900,0.988100,7.278355
18,0.024309,0.051337,0.986600,0.985500,7.281696
19,0.022776,0.060286,0.985100,0.984800,7.280063
20,0.022069,0.048347,0.989000,0.988600,7.278615
