epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.291695,2.303115,0.108100,0.106500,75.034400
2,1.130101,0.265874,0.917000,0.923000,74.849192
3,0.218054,0.134393,0.957400,0.960100,74.671309
4,0.138567,0.101138,0.971200,0.972900,74.819258
5,0.108336,0.094998,0.970800,0.973300,74.694968
6,0.088801,0.075450,0.976200,0.979300,75.455032
7,0.077393,0.081015,0.975100,0.976600,74.756143
8,0.072271,0.067180,0.979900,0.981500,74.749407
9,0.063519,0.068295,0.978700,0.981500,75.034671
10,0.060309,0.061076,0.982300,0.983900,74.785443
11,0.055773,0.052694,0.984000,0.986300,75.008789
12,0.053228,0.051316,0.984100,0.986500,75.006377
13,0.051334,0.055293,0.984200,0.984800,74.788044
14,0.046658,0.063803,0.981300,0.984500,74.849326
15,0.046802,0.055330,0.983000,0.985400,74.777144
16,0.042111,0.054106,0.984100,0.985800,74.678470
17,0.040622,0.050211,0.987300,0.988300,74.442291
18,0.041815,0.047348,0.984500,0.986300,74.723505
19,0.037985,0.053852,0.983300,0.985400,74.649686
20,0.037848,0.047711,0.986600,0.988000,74.790693
