epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.474387,0.158186,0.955100,0.954100,65.201426
2,0.138461,0.106214,0.968900,0.968000,65.256517
3,0.100317,0.096230,0.970800,0.970200,65.304495
4,0.081494,0.073985,0.977500,0.977900,65.301387
5,0.064647,0.057565,0.982300,0.981900,65.178761
6,0.062006,0.073342,0.979500,0.979300,65.283941
7,0.052106,0.051413,0.984700,0.984500,65.244978
8,0.044991,0.056520,0.983200,0.983300,65.271851
9,0.043197,0.053504,0.984300,0.984700,65.287615
10,0.040753,0.060204,0.983800,0.983700,65.322648
11,0.035229,0.041451,0.987900,0.987500,65.286741
12,0.034307,0.050797,0.985100,0.985100,65.235634
13,0.030435,0.047403,0.987400,0.987200,65.223857
14,0.025973,0.046903,0.987800,0.987800,65.284691
15,0.025480,0.045168,0.988200,0.988000,65.242899
16,0.023350,0.043333,0.988000,0.987800,65.227660
17,0.022635,0.042849,0.987800,0.988000,65.245479
18,0.022049,0.039131,0.989000,0.989400,65.178253
19,0.019176,0.040416,0.989200,0.989700,65.184496
20,0.018539,0.040954,0.989200,0.989000,65.235229
