epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.171761,0.895263,0.708300,0.705800,81.015977
2,0.469865,0.158807,0.950800,0.949600,80.659574
3,0.169634,0.115055,0.963500,0.962500,80.899718
4,0.123134,0.075032,0.977400,0.976300,80.667249
5,0.104593,0.067536,0.980100,0.979700,80.665724
6,0.087667,0.058742,0.981900,0.981500,80.663108
7,0.081976,0.087997,0.972700,0.968500,80.664345
8,0.075456,0.055744,0.983900,0.981100,80.664993
9,0.069905,0.058580,0.983000,0.982400,80.661504
10,0.066827,0.055681,0.983400,0.984200,80.659841
11,0.059657,0.044991,0.987400,0.985800,80.665061
12,0.060526,0.048376,0.985500,0.984900,80.654411
13,0.056435,0.048770,0.985400,0.984600,80.659379
14,0.053139,0.056127,0.983300,0.982500,80.866761
15,0.052992,0.054382,0.983600,0.984400,80.624090
16,0.049777,0.073948,0.980400,0.979000,80.629388
17,0.048228,0.043982,0.986800,0.986200,80.624432
18,0.049521,0.069822,0.981400,0.981200,80.635767
19,0.045903,0.046098,0.987500,0.987300,80.625507
20,0.048664,0.043448,0.987200,0.986000,80.628395
