epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.426893,0.145167,0.957600,0.958100,7.271655
2,0.131915,0.093100,0.972400,0.972600,6.983375
3,0.090245,0.082265,0.977800,0.977600,6.983237
4,0.075343,0.070405,0.979800,0.979700,6.980608
5,0.062330,0.064067,0.983400,0.983500,6.982128
6,0.053593,0.059597,0.984300,0.984100,6.986309
7,0.049671,0.057590,0.983200,0.983600,6.979466
8,0.043902,0.061664,0.983800,0.983200,6.981084
9,0.038724,0.047278,0.987600,0.987700,6.978713
10,0.034688,0.049452,0.986600,0.987000,6.980010
11,0.032334,0.048109,0.987500,0.987200,6.980805
12,0.031729,0.047089,0.987000,0.987100,6.980026
13,0.027694,0.048830,0.986400,0.986600,6.980503
14,0.026991,0.045376,0.987100,0.987500,6.978396
15,0.023798,0.047146,0.988100,0.987800,6.979375
16,0.020693,0.044910,0.988800,0.988900,6.979804
17,0.018851,0.049203,0.986600,0.986700,6.978981
18,0.017600,0.044315,0.989200,0.989000,6.979780
19,0.016174,0.044184,0.987400,0.987300,6.978890
20,0.016627,0.041059,0.989600,0.989700,6.979901
