epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.523964,0.255269,0.919300,0.917900,83.501516
2,0.217181,0.107661,0.966700,0.966500,83.891796
3,0.121233,0.084851,0.973700,0.972800,81.033269
4,0.095314,0.073312,0.978600,0.978200,80.809939
5,0.081311,0.065929,0.979700,0.978900,80.818235
6,0.074813,0.065852,0.979800,0.979600,80.602981
7,0.065832,0.054275,0.984100,0.983300,80.595150
8,0.059675,0.047422,0.985100,0.985400,80.591671
9,0.056812,0.052020,0.983800,0.983400,80.595638
10,0.054838,0.052993,0.984400,0.984200,80.593915
11,0.051398,0.044018,0.987200,0.987800,80.587298
12,0.047684,0.062444,0.981600,0.980500,80.589518
13,0.045083,0.041612,0.988200,0.987700,80.589832
14,0.042242,0.048690,0.986800,0.986600,80.959788
15,0.041849,0.041342,0.989100,0.989300,80.831040
16,0.042615,0.049851,0.985900,0.985600,80.589442
17,0.039017,0.040825,0.988300,0.987600,80.589901
18,0.037219,0.047336,0.987500,0.987200,80.597655
19,0.036709,0.039508,0.988900,0.988000,80.814653
20,0.037240,0.039867,0.989300,0.988200,80.589920
