epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.683288,0.380078,0.878100,0.869100,81.282289
2,0.264409,0.156453,0.955400,0.952600,80.839360
3,0.132914,0.087540,0.974100,0.973300,80.620982
4,0.105009,0.072193,0.976500,0.974500,82.089450
5,0.091112,0.068313,0.978400,0.976800,83.932013
6,0.081163,0.069315,0.979100,0.979200,84.719258
7,0.071151,0.072296,0.980000,0.978200,83.939735
8,0.070809,0.045420,0.985500,0.984800,86.068176
9,0.066536,0.048641,0.985100,0.984200,84.480522
10,0.063561,0.046898,0.986300,0.985200,87.342908
11,0.058950,0.046172,0.987200,0.986000,84.476805
12,0.057407,0.046135,0.985900,0.986500,82.717917
13,0.054015,0.042794,0.987400,0.987000,82.001657
14,0.052586,0.057552,0.983100,0.980400,82.314253
15,0.051737,0.049142,0.984900,0.984700,81.804361
16,0.050020,0.053258,0.984800,0.982700,80.948670
17,0.046778,0.042045,0.987400,0.986700,82.893469
18,0.049256,0.048961,0.983700,0.983500,87.268816
19,0.046845,0.048364,0.985500,0.984400,84.767227
20,0.044267,0.041381,0.988000,0.986500,84.929245
