epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.524364,0.196826,0.942400,0.940400,82.452249
2,0.211789,0.123043,0.964100,0.960900,82.239955
3,0.159158,0.099453,0.971800,0.970500,82.234932
4,0.134398,0.103498,0.970000,0.965900,82.242703
5,0.123474,0.081534,0.975800,0.973100,82.239910
6,0.113241,0.072857,0.979100,0.976300,82.240856
7,0.105822,0.073581,0.979000,0.976000,82.241289
8,0.095516,0.069212,0.980300,0.978800,82.237510
9,0.091815,0.059412,0.982500,0.980900,82.435132
10,0.086132,0.065445,0.979800,0.978800,82.214525
11,0.081512,0.059769,0.982600,0.979700,82.211872
12,0.080325,0.067336,0.981400,0.980200,82.216257
13,0.080285,0.062289,0.981700,0.981300,82.216205
14,0.074180,0.065341,0.981800,0.980900,82.223132
15,0.074424,0.063195,0.981400,0.979200,82.211062
16,0.071517,0.052706,0.984900,0.983900,82.210798
17,0.070298,0.059089,0.984600,0.982800,82.215751
18,0.071649,0.063706,0.981000,0.979800,82.217295
19,0.070477,0.057403,0.983600,0.982900,82.213130
20,0.066528,0.048105,0.985500,0.984000,82.221287
