epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.493100,0.235434,0.934300,0.939000,74.782065
2,0.173400,0.126356,0.963400,0.968300,74.804066
3,0.128246,0.122154,0.961600,0.968300,74.951849
4,0.109064,0.094120,0.972000,0.976400,74.893073
5,0.095562,0.097484,0.972600,0.975100,74.665172
6,0.089101,0.090844,0.973000,0.978100,75.206859
7,0.080211,0.076958,0.977100,0.980400,75.190420
8,0.079830,0.074768,0.977700,0.982600,74.508731
9,0.071855,0.084683,0.976000,0.979500,74.536687
10,0.071380,0.073314,0.979700,0.982800,74.689911
11,0.068684,0.078352,0.978200,0.981900,74.948212
12,0.065276,0.069888,0.978500,0.982900,75.157725
13,0.065458,0.076209,0.978500,0.982000,75.071045
14,0.059895,0.070541,0.978400,0.981700,74.890499
15,0.059093,0.063970,0.980300,0.984400,74.632907
16,0.055416,0.059661,0.982700,0.985900,74.583247
17,0.058639,0.055354,0.983600,0.986000,74.329931
18,0.054912,0.062096,0.983100,0.986800,74.591142
19,0.053396,0.062412,0.982400,0.985600,74.509562
20,0.053149,0.078878,0.976300,0.980500,74.762621
