epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.390985,0.297089,0.903200,0.903200,7.501063
2,0.241497,0.134550,0.958200,0.958200,7.204044
3,0.139926,0.099978,0.970100,0.970100,7.137550
4,0.105698,0.081018,0.976200,0.976200,7.127537
5,0.087952,0.097154,0.970800,0.970800,7.127204
6,0.075088,0.082631,0.975500,0.975500,7.129110
7,0.066554,0.066780,0.979900,0.979900,7.127258
8,0.060958,0.067359,0.980800,0.980800,7.129297
9,0.055214,0.062660,0.980800,0.980800,7.128483
10,0.050782,0.080173,0.976500,0.976500,7.127218
11,0.050235,0.054349,0.983500,0.983500,7.127514
12,0.043058,0.055660,0.983600,0.983600,7.127836
13,0.042403,0.078677,0.978900,0.978900,7.127396
14,0.039499,0.063342,0.981100,0.981100,7.127965
15,0.037699,0.064466,0.981800,0.981800,7.126211
16,0.034028,0.056846,0.983800,0.983800,7.126303
17,0.034182,0.062155,0.982400,0.982400,7.127999
18,0.030987,0.078430,0.976700,0.976700,7.126436
19,0.028491,0.058136,0.984700,0.984700,7.125581
20,0.029768,0.056853,0.983600,0.983600,7.127926
