epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.282657,1.792508,0.365000,0.383800,75.115962
2,0.538001,0.171239,0.945100,0.952700,74.871408
3,0.161899,0.111259,0.965600,0.970100,75.015028
4,0.122231,0.111198,0.966100,0.971000,75.039560
5,0.100245,0.098758,0.970700,0.972800,75.114184
6,0.089228,0.068737,0.979400,0.982600,75.230930
7,0.077969,0.066627,0.982900,0.983500,75.557665
8,0.072779,0.065012,0.980500,0.982800,75.553913
9,0.065271,0.065496,0.980500,0.983500,75.460129
10,0.064089,0.067157,0.980600,0.983900,75.321461
11,0.058992,0.051854,0.986900,0.987400,75.080401
12,0.058159,0.085510,0.974900,0.978400,75.108738
13,0.054717,0.053927,0.986000,0.987800,75.124187
14,0.052449,0.060076,0.980800,0.985400,74.894706
15,0.049505,0.060127,0.983300,0.986800,74.997066
16,0.047283,0.054539,0.986100,0.986700,75.365971
17,0.047344,0.053065,0.985000,0.987500,75.330783
18,0.046369,0.051241,0.984600,0.987100,75.294671
19,0.044196,0.049679,0.985500,0.987400,75.262331
20,0.042953,0.058713,0.981400,0.985000,75.363068
