epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.566771,0.259172,0.919300,0.931100,75.034242
2,0.271439,0.205289,0.940900,0.944300,74.999527
3,0.201696,0.166968,0.945900,0.955300,75.036494
4,0.173411,0.144575,0.957900,0.963200,74.892382
5,0.161545,0.150642,0.956800,0.962900,75.016337
6,0.146606,0.127351,0.962300,0.968700,74.785918
7,0.135383,0.123076,0.964500,0.969300,74.999414
8,0.134999,0.126161,0.962300,0.968100,74.857764
9,0.126631,0.126777,0.960700,0.969900,75.044210
10,0.119834,0.101458,0.972000,0.976100,75.054089
11,0.116623,0.109109,0.966800,0.974200,75.289808
12,0.112920,0.098634,0.971500,0.975700,75.106104
13,0.110296,0.089643,0.972900,0.978500,75.285611
14,0.106389,0.106573,0.969200,0.972100,75.105319
15,0.103952,0.096730,0.970900,0.976300,74.959554
16,0.101871,0.089588,0.972800,0.977900,74.663588
17,0.107063,0.096245,0.970200,0.978200,74.956411
18,0.099199,0.096052,0.974000,0.976900,74.792877
19,0.093854,0.090406,0.973000,0.978300,74.976418
20,0.096898,0.099229,0.970500,0.974400,74.905761
