epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.436112,0.144629,0.957200,0.957400,7.554748
2,0.138903,0.095553,0.971700,0.972300,7.296106
3,0.094833,0.080421,0.978000,0.977400,7.277803
4,0.078666,0.083056,0.975900,0.975400,7.278083
5,0.064027,0.073793,0.980100,0.980100,7.276956
6,0.056000,0.056915,0.985000,0.985000,7.278870
7,0.051551,0.054469,0.986400,0.986000,7.278005
8,0.044954,0.062069,0.983600,0.983600,7.279778
9,0.041617,0.045063,0.987700,0.987400,7.277865
10,0.037511,0.050049,0.986700,0.986600,7.279973
11,0.033340,0.050029,0.986600,0.986500,7.278707
12,0.035463,0.055189,0.984500,0.984700,7.279049
13,0.032730,0.046979,0.986400,0.986900,7.277394
14,0.027991,0.052900,0.985100,0.984800,7.296865
15,0.025761,0.046030,0.987600,0.987600,7.301468
16,0.021845,0.047545,0.987400,0.987900,7.290307
17,0.020676,0.051193,0.987000,0.987200,7.277541
18,0.020336,0.048697,0.987400,0.987300,7.278266
19,0.020845,0.048094,0.987800,0.987700,7.275891
20,0.018123,0.044843,0.988200,0.987800,7.278748
