epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.935809,0.716162,0.764600,0.778400,75.085576
2,0.792100,0.312843,0.901800,0.911200,75.229221
3,0.256286,0.177636,0.948400,0.955600,75.405635
4,0.161272,0.141617,0.956100,0.962200,75.549376
5,0.128806,0.109903,0.966900,0.972900,75.504520
6,0.107960,0.086152,0.973900,0.976500,75.341521
7,0.087832,0.083990,0.977300,0.980900,75.199005
8,0.081642,0.072059,0.978000,0.982200,75.275055
9,0.072552,0.072152,0.980700,0.982000,75.211063
10,0.069057,0.067673,0.980500,0.983300,75.075514
11,0.066303,0.056948,0.984000,0.986100,75.078191
12,0.061985,0.058774,0.981500,0.984800,75.264577
13,0.058891,0.052976,0.985800,0.987600,75.384366
14,0.052793,0.063200,0.981600,0.984400,75.619902
15,0.050888,0.060398,0.982300,0.984600,75.587403
16,0.050463,0.053702,0.987000,0.988800,75.620709
17,0.047778,0.048734,0.986300,0.987200,75.399015
18,0.044458,0.058736,0.983200,0.984800,75.176827
19,0.043879,0.054735,0.982300,0.986000,75.178253
20,0.041701,0.055531,0.983100,0.985300,74.999018
