epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.387069,0.230460,0.929800,0.929900,7.751365
2,0.238304,0.140885,0.954000,0.954400,7.469350
3,0.137491,0.107583,0.968600,0.967100,7.464899
4,0.110360,0.093840,0.972700,0.972400,7.467029
5,0.086966,0.118608,0.966000,0.966300,7.467575
6,0.080106,0.068429,0.979800,0.979400,7.465465
7,0.066509,0.056914,0.984100,0.983700,7.467679
8,0.061301,0.073178,0.979300,0.978600,7.466040
9,0.057381,0.053993,0.985900,0.985500,7.464949
10,0.054827,0.055474,0.984200,0.984000,7.468256
11,0.049172,0.057527,0.982500,0.982700,7.464065
12,0.047624,0.060994,0.982200,0.982100,7.466106
13,0.043345,0.061565,0.982200,0.982500,7.466684
14,0.041372,0.062738,0.983200,0.983700,7.466794
15,0.039981,0.047456,0.985100,0.985100,7.465062
16,0.037509,0.050871,0.986800,0.987100,7.467441
17,0.034758,0.054730,0.985000,0.984400,7.466022
18,0.034209,0.053851,0.985900,0.985700,7.469821
19,0.032261,0.048635,0.986200,0.986200,7.466567
20,0.033388,0.060097,0.984300,0.984300,7.466315
