epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.277835,0.252164,0.926500,0.925400,7.803913
2,0.247707,0.134385,0.960300,0.959600,7.463910
3,0.141959,0.110634,0.968000,0.967600,7.464665
4,0.106258,0.085664,0.976400,0.976600,7.462298
5,0.088120,0.064607,0.981300,0.980500,7.463610
6,0.078936,0.064829,0.980500,0.980100,7.465375
7,0.066924,0.072278,0.980100,0.979900,7.468051
8,0.060812,0.062226,0.982600,0.982200,7.463443
9,0.059562,0.063374,0.982000,0.982300,7.464196
10,0.053932,0.050882,0.985700,0.985400,7.464004
11,0.050548,0.055876,0.983100,0.983000,7.464251
12,0.046807,0.052973,0.984300,0.984100,7.464774
13,0.044709,0.050568,0.985300,0.985700,7.463992
14,0.042940,0.047668,0.986200,0.986200,7.464845
15,0.042458,0.048132,0.985800,0.986000,7.463714
16,0.038574,0.044277,0.987700,0.987800,7.464095
17,0.037185,0.059061,0.984200,0.984200,7.464626
18,0.033520,0.054145,0.985900,0.985800,7.462481
19,0.032704,0.055712,0.986000,0.985800,7.462522
20,0.033339,0.047675,0.987900,0.988000,7.464333
