epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.510107,0.253696,0.927900,0.936700,74.511323
2,0.199875,0.147370,0.958800,0.963500,74.601214
3,0.150572,0.124609,0.963300,0.970400,74.711823
4,0.125416,0.097689,0.973100,0.976400,74.710323
5,0.114291,0.108668,0.969700,0.974300,75.037209
6,0.107712,0.094506,0.972500,0.977700,75.071864
7,0.097094,0.092607,0.973000,0.977400,75.157169
8,0.090841,0.091323,0.972700,0.978800,74.982599
9,0.085810,0.098892,0.972000,0.974700,74.719495
10,0.084320,0.084982,0.975000,0.980600,74.755756
11,0.080552,0.080890,0.977700,0.979800,74.675752
12,0.077442,0.095932,0.973600,0.978600,74.714951
13,0.079823,0.074882,0.980200,0.983200,74.662151
14,0.073383,0.091078,0.973300,0.978200,74.868824
15,0.072311,0.083807,0.977500,0.981000,74.857325
16,0.072879,0.069489,0.981000,0.984100,75.032269
17,0.071292,0.062763,0.982900,0.984500,75.200699
18,0.070624,0.075320,0.976700,0.982300,74.974948
19,0.064320,0.073337,0.979100,0.983800,74.845427
20,0.065341,0.069223,0.979500,0.982900,74.594288
