epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.480075,0.160921,0.956100,0.956100,7.238949
2,0.140496,0.110654,0.969100,0.969100,6.962373
3,0.097166,0.089450,0.973400,0.973400,6.962982
4,0.079723,0.076387,0.978000,0.978000,6.961357
5,0.063817,0.072868,0.979300,0.979300,6.960650
6,0.056175,0.070159,0.980000,0.980000,6.962415
7,0.051819,0.066753,0.980800,0.980800,6.961448
8,0.046146,0.063413,0.981400,0.981400,6.961684
9,0.041544,0.059949,0.983400,0.983400,6.961066
10,0.038694,0.057389,0.983400,0.983400,6.958823
11,0.033211,0.057008,0.983200,0.983200,6.961393
12,0.031377,0.048896,0.985300,0.985300,6.962011
13,0.029957,0.048598,0.986000,0.986000,6.959799
14,0.024326,0.048640,0.986500,0.986500,6.960838
15,0.022830,0.048611,0.986400,0.986400,6.961959
16,0.020514,0.047397,0.987800,0.987800,6.960581
17,0.018071,0.047409,0.988300,0.988300,6.961087
18,0.018048,0.044951,0.987600,0.987600,6.962526
19,0.017352,0.044022,0.988200,0.988200,6.962073
20,0.014995,0.045301,0.987300,0.987300,6.961870
