epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.562377,0.428029,0.872100,0.869400,7.751265
2,0.348558,0.182060,0.946100,0.945200,7.466695
3,0.198852,0.136868,0.962000,0.959700,7.465053
4,0.148070,0.098826,0.972100,0.971100,7.519730
5,0.121295,0.076632,0.976900,0.977300,7.464580
6,0.103866,0.116805,0.962000,0.962900,7.464447
7,0.088620,0.062007,0.981900,0.982500,7.500922
8,0.078710,0.068789,0.983400,0.982700,7.466293
9,0.071241,0.079341,0.979400,0.978400,7.461167
10,0.068715,0.055425,0.984200,0.983900,7.465443
11,0.064269,0.053221,0.985000,0.984900,7.463644
12,0.058249,0.069377,0.983600,0.983500,7.462485
13,0.056120,0.057801,0.984500,0.985000,7.467153
14,0.053079,0.042918,0.987600,0.987400,7.463111
15,0.054930,0.055257,0.985100,0.985000,7.465638
16,0.049397,0.048704,0.985900,0.985300,7.462866
17,0.044406,0.056895,0.984400,0.983700,7.461915
18,0.045433,0.064006,0.985500,0.985700,7.488258
19,0.042849,0.051972,0.986500,0.986500,7.472076
20,0.041048,0.049761,0.987100,0.986300,7.464134
