epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.773740,0.436856,0.858000,0.854800,7.749547
2,0.388370,0.154234,0.954600,0.955200,7.466615
3,0.203217,0.122472,0.965000,0.964400,7.466508
4,0.146953,0.088936,0.973600,0.972700,7.465125
5,0.122474,0.119071,0.969200,0.969600,7.465405
6,0.109369,0.084488,0.974800,0.974100,7.467742
7,0.089276,0.070685,0.980300,0.980400,7.465155
8,0.081628,0.076763,0.978600,0.978200,7.467950
9,0.074931,0.073581,0.977900,0.977600,7.465111
10,0.064041,0.056047,0.984600,0.984800,7.465753
11,0.062632,0.060492,0.982700,0.982300,7.466020
12,0.058313,0.067445,0.983200,0.983200,7.464283
13,0.053500,0.056631,0.985100,0.984600,7.466908
14,0.049582,0.079934,0.981400,0.981700,7.466359
15,0.050990,0.055433,0.985300,0.985600,7.466435
16,0.046050,0.093288,0.980600,0.980700,7.464721
17,0.047395,0.062402,0.983300,0.982800,7.486960
18,0.039093,0.063510,0.985200,0.984700,7.465009
19,0.041577,0.050466,0.986900,0.987200,7.471147
20,0.038728,0.072423,0.981400,0.980900,7.465176
