epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.506238,0.198515,0.941000,0.937700,8.630677
2,0.234332,0.148202,0.958100,0.956400,8.322048
3,0.173273,0.107504,0.966900,0.965800,8.321226
4,0.146140,0.113983,0.967700,0.967600,8.470819
5,0.134250,0.087928,0.974000,0.973600,8.322596
6,0.117486,0.076959,0.977200,0.977100,8.319940
7,0.110934,0.104556,0.968500,0.966100,8.320382
8,0.109095,0.073193,0.979700,0.977900,8.319552
9,0.103197,0.064626,0.979900,0.979200,8.319212
10,0.099483,0.063726,0.981200,0.979600,8.319147
11,0.096170,0.081998,0.976900,0.974400,8.317558
12,0.091249,0.066659,0.980800,0.979800,8.319099
13,0.091215,0.069328,0.980500,0.980000,8.319503
14,0.084231,0.061237,0.982700,0.979800,8.320568
15,0.081820,0.062978,0.981500,0.981900,8.317921
16,0.085913,0.068945,0.981700,0.979100,8.320434
17,0.087506,0.058309,0.982600,0.981800,8.317796
18,0.081959,0.054437,0.984000,0.982400,8.318592
19,0.079094,0.072374,0.977800,0.974900,8.394018
20,0.076526,0.070582,0.980500,0.977600,8.320589
