epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.026255,0.622355,0.807000,0.823800,74.888623
2,0.337373,0.159497,0.949600,0.958200,74.662839
3,0.150559,0.120097,0.961100,0.968100,75.030893
4,0.112991,0.087641,0.972600,0.978000,74.939752
5,0.093459,0.102473,0.970500,0.975400,74.682446
6,0.079947,0.070115,0.979900,0.981800,74.862142
7,0.072975,0.123649,0.962600,0.967200,74.891256
8,0.069881,0.078016,0.976100,0.981100,74.952644
9,0.067666,0.065153,0.980600,0.983800,74.872769
10,0.062101,0.060417,0.982800,0.984900,75.208819
11,0.056303,0.059057,0.982000,0.984600,75.074814
12,0.055445,0.065401,0.979900,0.983700,75.071527
13,0.052608,0.061690,0.983400,0.986600,74.869371
14,0.048632,0.058155,0.984800,0.986100,74.750104
15,0.048652,0.057530,0.984300,0.986300,74.701141
16,0.045837,0.071545,0.980400,0.982200,74.913446
17,0.045661,0.071280,0.982700,0.984200,74.709251
18,0.044456,0.047510,0.984900,0.987900,74.817634
19,0.045581,0.050501,0.986900,0.988200,74.881936
20,0.043741,0.053809,0.985100,0.987400,74.968285
