epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.435864,0.160195,0.953500,0.952700,7.597134
2,0.144737,0.091936,0.972800,0.973200,7.279659
3,0.101996,0.084451,0.974800,0.973800,7.283845
4,0.082063,0.076511,0.979200,0.979200,7.281631
5,0.067896,0.062534,0.982400,0.982000,7.285271
6,0.057972,0.061105,0.982700,0.982400,7.287607
7,0.053909,0.054399,0.984900,0.985200,7.280810
8,0.046711,0.054110,0.983800,0.983600,7.281138
9,0.042133,0.053877,0.984800,0.984000,7.307289
10,0.038742,0.052712,0.985300,0.985100,7.288086
11,0.034977,0.059056,0.982900,0.982700,7.281755
12,0.031091,0.050305,0.987000,0.986900,7.280487
13,0.030832,0.047328,0.986000,0.985900,7.281669
14,0.026784,0.044221,0.987400,0.987500,7.280984
15,0.024024,0.051481,0.987100,0.986600,7.279258
16,0.023478,0.043454,0.987900,0.987600,7.287757
17,0.019960,0.043452,0.988400,0.988300,7.278679
18,0.019030,0.048425,0.986400,0.986800,7.281532
19,0.017160,0.047898,0.987600,0.987500,7.281176
20,0.015333,0.046176,0.988000,0.988300,7.278952
