epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,0.488748,0.148899,0.957600,0.956200,7.549895
2,0.164318,0.095289,0.971800,0.971800,7.275517
3,0.116597,0.082514,0.976500,0.974700,7.275364
4,0.095033,0.087248,0.974500,0.974500,7.275798
5,0.081439,0.064715,0.981500,0.981300,7.278011
6,0.069514,0.070010,0.981200,0.980700,7.275734
7,0.068584,0.067687,0.981600,0.981400,7.276130
8,0.059067,0.057065,0.985000,0.983700,7.278377
9,0.056576,0.062199,0.983300,0.982900,7.277592
10,0.048767,0.058340,0.983700,0.983400,7.277073
11,0.046923,0.057476,0.985200,0.983700,7.277335
12,0.043793,0.055078,0.985800,0.985400,7.276960
13,0.037987,0.055116,0.984800,0.985000,7.279958
14,0.039888,0.052767,0.986100,0.985800,7.277399
15,0.034974,0.052606,0.987800,0.987000,7.278988
16,0.033011,0.048840,0.986600,0.986200,7.277318
17,0.029493,0.048914,0.988400,0.988300,7.275698
18,0.026844,0.059567,0.984600,0.984700,7.277376
19,0.027423,0.050793,0.988000,0.987500,7.276153
20,0.025550,0.051460,0.987600,0.987800,7.276395
