epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.875784,0.653768,0.778500,0.773200,7.759941
2,0.432030,0.190140,0.943500,0.943700,7.475387
3,0.194419,0.135450,0.958500,0.957500,7.498011
4,0.135914,0.122727,0.961900,0.962400,7.472380
5,0.107695,0.082173,0.975700,0.974900,7.475207
6,0.094686,0.104327,0.972900,0.972400,7.474575
7,0.085160,0.058402,0.983000,0.982800,7.474006
8,0.072632,0.060756,0.983000,0.982600,7.474907
9,0.064353,0.057594,0.984400,0.984200,7.473776
10,0.059784,0.054899,0.983900,0.983500,7.473794
11,0.056025,0.055017,0.986000,0.985500,7.474414
12,0.053354,0.064085,0.982800,0.982400,7.473300
13,0.047572,0.049599,0.985400,0.985300,7.474925
14,0.044634,0.054268,0.986400,0.986400,7.471340
15,0.046739,0.049731,0.987100,0.986700,7.472376
16,0.042336,0.068670,0.983700,0.984300,7.474386
17,0.037913,0.058615,0.983900,0.984100,7.474501
18,0.038490,0.078019,0.982500,0.982400,7.473040
19,0.037210,0.049518,0.986800,0.986600,7.472174
20,0.034851,0.052616,0.986200,0.986100,7.472691
